,publish_date,headline_text
16858,20030512,bridgetown electoral plan upsets mlc
16859,20030512,british spy in ira flees as papers blow cover
16860,20030512,budget doesnt worry csiro marine chief
16861,20030512,budget to reveal higher education reforms
16862,20030512,businesses urged to prepare for cyber crime
16863,20030512,cafl to develop clearer players on report policy
16864,20030512,call for more tourism operators to back trade tour
16865,20030512,call for nt mental health program to be used
16866,20030512,canada strikes gold at ice hockey champs
16867,20030512,carr again rules out federal aspirations
16868,20030512,castroneves grabs indy 500 pole
16869,20030512,charges may be laid over schoolyard fight
16870,20030512,chelsea beats liverpool in champions league
16871,20030512,chelsea claims champions league spot
16872,20030512,chief minister critical of proposed laws
16873,20030512,chook stress to go under microscope
16874,20030512,civilians massacred in fight for congo town
16875,20030512,claims csiro amis set for budget shake up
16876,20030512,club challenges councils decision on table top
16877,20030512,concerns aired over nuclear waste spill potential
16878,20030512,conference hears of culture importance
16879,20030512,consumer confidence highest in nine years poll
16880,20030512,costello urged to hand down caring budget
16881,20030512,council approves marina plans
16882,20030512,councils await news of super contributions
16883,20030512,council surveying public on air services
16884,20030512,court hears broome native title claim
16885,20030512,crean and beazley to face off
16886,20030512,crean demands caucus unity
16887,20030512,crean pm trade blows on suppression order
16888,20030512,criminals team up for wa card scams police
16889,20030512,criticism prompts shake up in us leadership in iraq
16890,20030512,csiro staff yet to see evidence of budget cuts
16891,20030512,csiro virus research targets cane toads
16892,20030512,dairy project gets 1m boost
16893,20030512,dees do it for daniher
16894,20030512,democrats plan g g debate despite senate
16895,20030512,deputy pm to convene ethanol production meeting
16896,20030512,dollar hits new three year high
16897,20030512,dozens killed in chechnya bomb blast
16898,20030512,drivers urged to buckle up
16899,20030512,drought blamed for shepherds woes
16900,20030512,drug crop accused refused bail
16901,20030512,drug tests to save bunnies from the knife
16902,20030512,drunk polish bishop faces prison for drink driving
16903,20030512,ec rejection leaves farmers dismayed
16904,20030512,estudiantes maintain unbeaten record
16905,20030512,explosion hits n irelands unionist party hq
16906,20030512,expo to be repeated next year
16907,20030512,families will pay for surplus labor
16908,20030512,fans throw money as cruzeiro cruise to victory
16909,20030512,farmers get drought aid
16910,20030512,farmers sought for climatic mapping scheme
16911,20030512,federal funds for drought recovery work
16912,20030512,fed govt urged to back up road funds pledge
16913,20030512,fire puts temco production behind
16914,20030512,fish hook wa budget funds
16915,20030512,football scoreboard lost in fire
16916,20030512,former priest jailed for child sex abuse
16917,20030512,gay rights group set to lobby rsl
16918,20030512,gold coast man monitored for sars
16919,20030512,goldfields no place for nuclear waste dump greens
16920,20030512,govt confident of bali blast trial process ellison
16921,20030512,govt in good position to increase employment
16922,20030512,govt pleased no delay to river murray decision
16923,20030512,govt rejects vics double dip science funding bid
16924,20030512,govt should match vic commitment to pipeline
16925,20030512,govts must do more for homeless families study
16926,20030512,govt to create extra student doctor places
16927,20030512,green light again for community garden
16928,20030512,greens vow budget fight
16929,20030512,gronholm steals win in argentina
16930,20030512,hayden rises to caribbean challenge
16931,20030512,helping hand for fight against domestic violence
16932,20030512,henin hardenne wins all belgian battle
16933,20030512,hospital gets facilities boost for ill babies
16934,20030512,hotel fire extinguished
16935,20030512,ice cool casey captures belfry title
16936,20030512,indian fishermen warned as cyclone brews
16937,20030512,indonesian officials say bali bombing suspect is
16938,20030512,inquiry announced into alternative medicines
16939,20030512,internet security in the spotlight
16940,20030512,investigators say planes mechanical fault a one off
16941,20030512,iran bans dozens of websites for political
16942,20030512,iraqi spies infiltrated al jazeera news channel
16943,20030512,iraqis told saddams party dissolved
16944,20030512,israel announces palestinian goodwill gesture
16945,20030512,israeli army closes gaza strip
16946,20030512,israel should ease life for palestinians powell
16947,20030512,key evidence challenged at police royal commission
16948,20030512,labor airs concerns over research bodies
16949,20030512,lakers level score with win over spurs
16950,20030512,lyon clinches champions league spot
16951,20030512,mackay man to front court over hit and run deaths
16952,20030512,man charged over stabbing
16953,20030512,man dies in road crash
16954,20030512,man dies in traffic crash
16955,20030512,manhunt underway after boy set alight in japan
16956,20030512,man killed in car accident
16957,20030512,manoora leaves for gulf
16958,20030512,mantilla masters rome
16959,20030512,man to face court on assault charges
16960,20030512,man to face court over church fire
16961,20030512,maroons tour lang park
16962,20030512,mav to meet councils over super woes
16963,20030512,mcewen stripped of giro win
16964,20030512,memorial to celebrate victoria cross recipients
16965,20030512,military museum move pays off
16966,20030512,mixed response to planned nuclear waste dump site
16967,20030512,moreau back to winning ways in dunkirk four days
16968,20030512,murray promises to field best available city side
16969,20030512,national park roo culling underway
16970,20030512,neil fisher chosen as nats keppel candidate
16971,20030512,new native title applications lodged in qld
16972,20030512,new york times exposes fraud of own reporter
16973,20030512,non victorian sides dominate eight
16974,20030512,nsw aged care nurses mount pay rise campaign
16975,20030512,nurses use special day to highlight pay woes
16976,20030512,officials say bali bombing suspect guilty
16977,20030512,ohara receives country call up
16978,20030512,oil vessel sinks off the coast of india
16979,20030512,peace monitors leave aceh as war looms
16980,20030512,petrol sniffing a health care time bomb nurse
16981,20030512,philippines police arrest 13 after bombing
16982,20030512,pm to ask why tanner moved to lift suppression
16983,20030512,police continue investigations into dried cannabis
16984,20030512,police hunt armed bandits
16985,20030512,police probe fuel depot attack
16986,20030512,possible sars sufferer remains in hospital
16987,20030512,powell urges israelis and palestinians to back
16988,20030512,power station maintenance workers still striking
16989,20030512,promina shares begin trading today
16990,20030512,promina shares jump after asx float
16991,20030512,qld govt urged to maintain grants pressure on
16992,20030512,queen told of g gs decision to step down
16993,20030512,railway operators on fundraising drive
16994,20030512,rain takes some areas off drought list
16995,20030512,rangers back on top in scotland
16996,20030512,real sociedad jumps to second place
16997,20030512,researchers tip bumper whale breeding season
16998,20030512,residents to rebuild pub after blaze
16999,20030512,rooney removed from english squad
17000,20030512,rosie jones breaks us drought
17001,20030512,rossi reigns in spain bayliss third
17002,20030512,ryan to lobby for state drought aid for mid
17003,20030512,sa govt rejects school closure claims
17004,20030512,sars prospects remain grim chinese premier
17005,20030512,shed transformed into public gym
17006,20030512,shire president back in the job after election
17007,20030512,sir paul rocks rome
17008,20030512,s korea to urge bush to sign nuclear peace pledge
